Serial,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
3956,Fontamara 43 needs help and food,21/03/2010 19:08,43 Rue Menos,"How can we find help and food in fontamara 43 rue menos -- Category:

creole:	
Koman nou ka jwenn sekou ak manje nan fontamara 43 ru menos nan tet la bel???","2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.52952,-72.37242,YES,NO
3955,"Jacmel needs food, water, shelter, aid",21/03/2010 20:12,All of Jacmel,"I am Dieunord Saint Louis I live in in South east region of the country. Please, I see that Jacmel is not being talked about when it comes to aid. Jacmel was severely hit. -- Category:

creole:	
Mwen se saint louis Dieunord map viv nan sud-est peyi a svp mwen w??? nou papale de jakm???l nan kesyon ???d yo .jakm???l frape seryezman

comments: coordinates are for Jacmel center","2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2d. Refuge | Shelter needed, 2a. Penurie d'aliments | Food Shortage, ",18.238072,-72.53405,YES,NO
3953,"Child has broken arm, father fears infection. The man is with 7 others.",04/04/2010 08:13,"Port-au-prince,  at the intersection of rue babiole and rue miot","A father, whose wife passed away, and has two children who need medical attention. One child has a broken arm, and he is afraid of infection. 

He is with 7 others.


mwen se yon papa, Mwen gin madam mwen ki mouri, ak tou't yon piti't denye piti't mwne an gin bra li koupe mwen paka ale nan sante ebejemen ou pake mwen pè pou microk ak bra koupe timon nan mwen bezoin yon tan pou 7 moun ki avem, kounye a mwen te nan yon kote yo di yap demonté li tanpri fem jwen yon tan nom mwen se Ernst Leo
Tel: 37793240, mwen tigeau babiole, angle rue miot et babiole se yon ti tan mwen te mande la.","1. Urgences | Emergency, 1b. Urgence medicale | Medical Emergency, 1a. Highly vulnerable, 3. Public Health, 3a. Infectious human disease, ",18.53069,-72.32867,YES,NO
3950,Community based survey: Cocoyer IDP camp lacks adequate shelter,31/03/2010 13:54,Off of Rue Cocoyer,"Statistics on the IDP Camp: 

Population: 1220 
Families quantity: 310
Children Quantity:  123        
Babies quantity: 90                                Pregnant women quantity: 7           
Affected Houses: 210                            Destroyed Houses:  100

Survey Administered by Quartier par Quartier","2d. Refuge | Shelter needed, 8a. IDP concentration, ",18.60436,-72.21529,YES,NO
3949,Community based survey: Centre d'hebergement de Rigaud IDP camp lacks adequate shelter,31/03/2010 13:49,"In Carrefour Beudet. On the west side of Rue Rigaud, near l'eglise de Salem de Beudet,","Statistics on the IDP Camp: 

Population: 1005                   
Families quantity: 150
Children Quantity: 525
Babies quantity: 35                                Pregnant women quantity: 15           
Affected Houses: 108                            Destroyed Houses:  25

Survey administered by Quartier par Quartier","2. Urgences logistiques | Vital Lines, 2d. Refuge | Shelter needed, ",18.60436,-72.21529,YES,NO
3948,"Community Based Survey: Dos Lekol national de Beudet faces water shortages, food shortages, and various public health issues.",31/03/2010 13:38,"West side of Carrefour Beudet, going straight and in the back of L’Ecole Nationale de Beudet(State School).","Statistics on the IDP Camp: 
Population: 975                       Families quantity:   198            Children Quantity: 210                 Babies quantity:  38                               Pregnant women quantity: 10           
Affected Houses: 100                            Destroyed Houses: 30


Immediate Needs and Concerns:
1-Water shortage: drinking water is contaminated, causing vaginal infections

2-Infectious disease(sore eyes, vaginal infections, diarrhea, vomit, fever

3-Mental health: people are having difficulty communicating and are otherwise behaving oddly -- &quot;acting a fool&quot; in response to questions.

3-food shortages


Infrastructure: 
Their in need of a good piping to water their gardens, for the failure pump got to be fixed first and they think they should find a way to use solar energy to make the pump work on it, for fuel is too expensive.

Survey administered by Quartier par Quartier.","5. Infrastructure Damage, 2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 8. Autre | Other, 8a. IDP concentration, 3. Public Health, 3a. Infectious human disease, 3d. OBGYN/Women's Health, 3e. Psychiatric need, ",18.60741,-72.22827,YES,NO
3947,"Community Based Survey: Centre d’hebergement off Beudet 61 suffers water shortages, food shortages, and various public health issues.",31/03/2010 01:26,North of Carrefour Beudet and Route Lillavois,"Statistics on the IDP Camp: 
Population: 902                        Families quantity: 150               Children Quantity:    405              Babies quantity: 26                                  Pregnant women quantity: 8             
Affected Houses: 100                              Destroyed Houses:  10


Immediate Needs and Concerns:
1-Water shortage: drinking water is contaminated, causing vaginal infections

2-Infectious disease(sore eyes, vaginal infections, diarrhea, vomit, fever

3-Mental health: people are having difficulty communicating and are otherwise behaving oddly -- &quot;acting a fool&quot; in response to questions.

3-food shortages
 

Infrastructure: 
Their is need for proper piping infrastructure for the population to water their gardens. The water pump needs to be fixed. 
They think they should find a way to use solar energy to make the pump work, since fuel is expensive.


Survey administered by Quartier par Quartier.","5. Infrastructure Damage, 2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 2e. Penurie de carburant | Fuel shortage, 8. Autre | Other, 8a. IDP concentration, 3. Public Health, 3a. Infectious human disease, 3d. OBGYN/Women's Health, 3e. Psychiatric need, ",18.60719,-72.2215,YES,NO
3946,"Community Based Survey: Bellanton (Pi wo legliz la) IDP camp faces water shortage, food shortage, and infectious disease. Shelter needed.",31/03/2010 00:39,Bellanton 1(Pi wo legliz la) is in the neighborhood of Savane Blonde,"Immediate needs and concerns:
1-Mental health: people are having difficulty communicating and are otherwise behaving oddly.

2-Water shortage: drinking water is contaminated, also causing vaginal infections

3-Food shortage

Statistics on the IDP Camp
Population:1230                        Families quantity:  190             Children Quantity:  225                Babies quantity: 28                                Pregnant women quantity:  38          
Affected Houses:  100                           Destroyed Houses: 40


Survey administered by Quartier par Quartier.","2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 8. Autre | Other, 8a. IDP concentration, 3. Public Health, 3d. OBGYN/Women's Health, 3e. Psychiatric need, ",18.59707,-72.22019,YES,NO
3945,"Community Based Survey: Bellanton (Bò Legliz la) IDP camp faces water shortage, food shortage, and infectious disease. Shelter needed.",31/03/2010 00:39,Bò Legliz la is east of Route Nationale#3,"Immediate Needs and Concerns:
1-Contaminated water: water is causing vaginal infections for women

2-Infectious disease: sore eyes, vagina infections, diarrhea, vomit, fever

3-Shelters needed: support and material needed to build housing

4-Food shortage

5-Water shortage


Statistics on the IDP Camp
Population: 580                       Families quantity: 100              Children quantity: 255                 Babies quantity:  20                               Pregnant women quantity:  5          
Affected Houses:  73                           Destroyed Houses:  15


Survey administered by Quartier par Quartier.","2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2d. Refuge | Shelter needed, 2a. Penurie d'aliments | Food Shortage, 8. Autre | Other, 8a. IDP concentration, 3. Public Health, 3a. Infectious human disease, 3d. OBGYN/Women's Health, ",18.59385,-72.22271,YES,NO
3944,"QpQ Survey: Beudet 7 IDP camp suffers from water shortages caused by contaminated water, infectious disease, and power failure",31/03/2010 00:09,East of Route Nationale #3,"Immediate Needs and Concerns:
1-Contaminated water: contaminated water is causing vaginal infections for women

2-Infectious disease: sore eyes, vagina infections, diarrhea, vomit, fever

Statistics on the IDP Camp:
Population:  2554                      Families quantity:  300             Children quantity: 1056                 Babies quantity: 105                                Pregnant women quantity:  30          
Affected houses: 200                            Destroyed houses:  75

Infrastructure damaged: 
Collapsed bridge
Lack of electricity
Water pump failure

Community Organization: 
La Congregation des Petites Soeurs de Sainte Therese is currently deploying here but is desperately in need of human resources and financing. The organization assists in Education, Agriculture, Development, and Health. They are based in Beudet 7","5. Infrastructure Damage, 5d. Compromised bridge, 2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2f. Sans courant | Power Outage, 8. Autre | Other, 8a. IDP concentration, 3a. Infectious human disease, 3d. OBGYN/Women's Health, ",18.59618,-72.22492,YES,NO
3943,"Community Based Survey: Centre d’Hebergement de Savane Blonde IDP camp suffers from water shortages , food shortages, contaminated water, and infectious disease,",30/03/2010 23:27,Behind the JFH Plaza in Savane Blonde,"Immediate Needs and Concerns:
1-Contaminated water: contaminated water is causing vaginal infections for women

2-Infectious disease: sore eyes, vaginal infections, diarrhea, vomit, fever.

3-Mental health: people are having difficulty communicating and are otherwise behaving oddly.

4-Water shortages

5-Food shortages


Statistics on the IDP Camp:
Population: 700                       Families quantity: 120              Children Quantity: 150                 Babies quantity:15                                 Pregnant women quantity:  10          
Affected Houses:  70                           Destroyed Houses: 11


Survey administered by Quartier par Quartier.","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 8a. IDP concentration, 3a. Infectious human disease, 3d. OBGYN/Women's Health, 3e. Psychiatric need, ",18.59618,-72.22492,YES,NO
3942,"Unregistered camp of 2800 people in Santo 25 has nothing, needs help",30/03/2010 21:25,Port-au-Prince,"Info: Santo 25 CAMP
March 30, 2010
by bagaydwol

Please share this info far and wide:

I am writing on behalf of a camp of 2800 people who have not yet been registered with any NGO.

Located at Santo 25, Rue Canaan #26, they have

NO shelter

NO latrines or other means of sanitation

NO access to potable water

NO food

There are about 20 amputees with no access to medical care

There are about 300 children from 2-12 years of age

There are about 20 infants

I have written Jack Harding (Camp Registration) about their situation.

Anything you can do to forward this information to the appropriate people will be greatly appreciated

Their contact information:

OPEACB (Organisation Populaire Économique pour l’Avancement de la Commune Croix des Bouquets)
President: Presendieu Petit-Rois: 3832-7593; presendieu30@gmail.com
Secretaire Géneral: Germain Joane: 3805-9945; germaij11@gmail.com
Secretaire Adjoint: Mickenson, Payen: 3622-6979: mickenspipo@yahoo.fr","1. Urgences | Emergency, 2. Urgences logistiques | Vital Lines, 3. Public Health, ",18.539167,-72.335,YES,NO
3939,Man needs job at Place Boyer,08/03/2010 09:54,"Place Boyer, Petionville","hello!, My name is Casseus Mackinceine I'm living in a shelter tent at Place Boyer, please help me to find a job to take care of my self, I count on you. -- Category: 5. Autre | Other

creole:	
Bonswa mw se cass*us mackinceine map viv place boyer anba tant ,silvoupl* edem jwen yon ti job tanpri poum kadegajem , mw konte sou nou m*si.","8. Autre | Other, 8f. Other, ",18.512739,-72.282132,YES,NO
3938,"Food, clothing, shelter, etc. needed for children in Bon Repos/Torbeck/Cayes",30/03/2010 13:41,"Address Route neuf duvivier toutier, bon repos canaan 2, and Cayes commune de Torbeck","Category: 5. Autre | Other

creole:	
The problem some children are: We need food,bed, shoes, tents, school, orphelina's constrution, pay of teacher, table, office Time: 2010-03-24 10:31:48


comments:	
More information: Address Route neuf duvivier toutier, bon repos canaan 2, and Cayes commune de Torbeck

IDUshahidi:	 12523212","2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2d. Refuge | Shelter needed, 2a. Penurie d'aliments | Food Shortage, ",18.62575,-72.27087,YES,NO
3937,"Food, water, shelter needed in Cite Soleil",24/03/2010 10:22,"CEDEP Center, Cite Soleil","Category: --3d. Penurie d'aliments | Food Shortage

creole:	
My friends, good evening, I am in Cedep center on Cite soleil commune. We don't find anything yet. we need water, foods, shelters. We don't participate in anything yet. 

hi, everybody! i am living in the center CEDEP at the town CITE SOLEY we can find anything, we need water, foods, tents. we don't participe in nothing...","2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2d. Refuge | Shelter needed, 2a. Penurie d'aliments | Food Shortage, ",18.5946,-72.3251,YES,NO
3935,17 children orphaned by quake need food and essentials,29/03/2010 13:43,"FRADES community aid organization, Duval 35, #86, Croix-des-Bouquets","Community organization in Croix-des-Bouquets called FRADES (Fund for Social and Economic Development Resources) has taken in many children whose parents died in the quake. Some are showing signs of malnutrition. Orange-haired boy in video (see link) exhibits symptoms of kwashiorkor.

Needs: wheat, rice, peas, corn meal, spaghetti, vegetable oil; any food, even vitamins, would be appreciated.

Hygiene is an issue, so basic toiletries are needed as well. Cleaning products, toothbrushes and toothpaste, soap, laundry detergent, feminine hygiene essentials. Could use help building latrine.

Children need clothing as well, shoes especially.

Mattresses and bedsheets are desired because the children are currently sleeping on carpet floor in large tents, or on concrete.

Please help document the situation at FRADES if you go there. Take pictures if you can.","2b. Penurie d'eau | Water shortage, 2d. Refuge | Shelter needed, 2a. Penurie d'aliments | Food Shortage, ",18.57789,-72.22194,YES,NO
3933,"IDP camp of  234 families has received no assistance, Cite Soleil",29/03/2010 00:05,"Fountain Doulyn Number 6, cite Soleil","An IDP camp of 234 families in Abris Mochodem in Fountain in Cite Soleil has not yet received any assistance. There is an urgent need for tents as people are living under cloth sheets and without protection from the rain. Also needed are food, potable water, toilets, and access to medicine. The community association responsible for this camp is GFK, but have limited resources to service the camp. Contact Clairsete Rochel 38280581","2b. Penurie d'eau | Water shortage, 2f. Sans courant | Power Outage, 2d. Refuge | Shelter needed, 2a. Penurie d'aliments | Food Shortage, 8a. IDP concentration, ",18.595033,-72.323917,YES,YES
3932,"IDP camp of  152 families has received no assistance, Cite Soleil",28/03/2010 23:54,"Rue Miel, Blanchard, Cite Soley","An IDP camp of 152 families in Parc Original in Cite Soleil has not yet received any assistance. There is an urgent need for tents as people are living under cloth sheets and without protection from the rain. Also needed are food, potable water, toilets, and access to medicine. The community association responsible for this camp is OCYSEB, but have limited resources to service the camp. Contact John Senetis at 36084247/ 34227315","2b. Penurie d'eau | Water shortage, 2f. Sans courant | Power Outage, 2d. Refuge | Shelter needed, 2a. Penurie d'aliments | Food Shortage, 8a. IDP concentration, ",18.5961,-72.31225,YES,YES
